City,State,Lat,Lon,Population_M,Year,Month,Crime_Type,Cases,Severity,Resolution_Rate,Arrests,Response_Time_Min
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,8,Drug Offense,10,Low,0.56,4,21.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,8,Homicide,3,Low,0.75,1,33.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,8,Harassment,23,Low,0.58,11,33.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Theft,26,Low,0.72,16,17.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Assault,16,Low,0.62,6,42.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Fraud,24,Low,0.43,6,29.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Burglary,12,Low,0.51,4,28.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Vandalism,15,Low,0.38,3,35.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Robbery,7,Low,0.6,3,12.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Cybercrime,21,Low,0.52,7,9.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Drug Offense,15,Low,0.62,7,13.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Homicide,2,Low,0.64,1,36.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,9,Harassment,16,Low,0.77,10,30.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Theft,34,High,0.44,12,31.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Assault,13,Critical,0.59,5,17.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Fraud,23,Low,0.48,7,35.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Burglary,16,Low,0.56,5,10.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Vandalism,9,Low,0.77,4,19.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Robbery,8,Low,0.5,3,32.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Cybercrime,15,Low,0.53,6,35.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Drug Offense,13,Low,0.42,3,24.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Homicide,2,Low,0.56,0,15.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,10,Harassment,18,Medium,0.43,6,15.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Theft,21,Medium,0.68,12,38.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Assault,11,Medium,0.44,3,40.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Fraud,19,Low,0.44,7,39.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Burglary,17,High,0.66,7,16.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Vandalism,8,Low,0.42,2,37.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Robbery,8,Low,0.5,2,16.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Cybercrime,20,Medium,0.47,5,34.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Drug Offense,10,Medium,0.72,6,27.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Homicide,2,High,0.53,0,27.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,11,Harassment,11,High,0.36,3,22.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Theft,29,Medium,0.76,14,42.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Assault,10,High,0.67,4,41.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Fraud,18,Low,0.77,11,27.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Burglary,10,Critical,0.71,5,25.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Vandalism,12,Medium,0.5,3,38.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Robbery,7,High,0.53,2,37.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Cybercrime,13,Critical,0.43,3,15.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Drug Offense,12,Medium,0.39,3,34.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Homicide,2,Medium,0.67,1,36.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2023,12,Harassment,14,Medium,0.56,6,21.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Theft,36,High,0.35,10,20.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Assault,14,Medium,0.71,6,37.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Fraud,16,Medium,0.55,5,18.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Burglary,14,Medium,0.64,6,18.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Vandalism,12,High,0.71,6,36.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Robbery,10,Low,0.53,4,33.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Cybercrime,23,Low,0.61,12,44.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Drug Offense,11,Medium,0.56,4,11.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Homicide,2,Low,0.53,0,38.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,1,Harassment,14,High,0.75,8,32.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Theft,29,Low,0.46,8,39.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Assault,16,Low,0.55,6,34.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Fraud,18,Critical,0.68,9,14.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Burglary,18,Medium,0.53,7,38.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Vandalism,13,High,0.65,5,38.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Robbery,6,Low,0.56,2,38.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Cybercrime,18,Low,0.7,7,26.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Drug Offense,14,Low,0.47,5,8.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Homicide,2,Low,0.37,0,38.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,2,Harassment,17,Medium,0.73,9,40.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Theft,38,High,0.77,18,28.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Assault,13,Critical,0.58,6,36.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Fraud,17,Low,0.4,4,35.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Burglary,13,High,0.55,4,10.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Vandalism,14,Medium,0.73,7,17.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Robbery,7,Medium,0.58,3,24.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Cybercrime,20,Low,0.56,9,15.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Drug Offense,12,Low,0.6,5,35.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Homicide,2,Medium,0.48,0,37.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,3,Harassment,14,Medium,0.65,7,12.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Theft,29,Medium,0.71,14,30.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Assault,15,Medium,0.78,10,17.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Fraud,22,Low,0.7,12,9.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Burglary,19,Low,0.7,11,26.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Vandalism,12,Low,0.73,6,34.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Robbery,7,Medium,0.54,2,13.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Cybercrime,18,Medium,0.56,9,35.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Drug Offense,13,High,0.45,3,28.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Homicide,2,Low,0.73,0,12.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,4,Harassment,14,Medium,0.39,3,37.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Theft,31,Medium,0.39,8,16.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Assault,17,Low,0.48,5,35.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Fraud,26,Low,0.46,9,13.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Burglary,21,Medium,0.7,10,30.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Vandalism,17,Low,0.6,6,27.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Robbery,12,Low,0.58,5,18.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Cybercrime,24,Low,0.59,10,25.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Drug Offense,13,Medium,0.42,4,15.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Homicide,3,Low,0.47,0,24.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,5,Harassment,15,Low,0.47,6,41.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Theft,41,Low,0.43,15,44.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Assault,19,Low,0.54,7,8.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Fraud,25,Low,0.76,12,21.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Burglary,18,Critical,0.68,8,17.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Vandalism,13,Low,0.46,4,26.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Robbery,12,Medium,0.59,4,36.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Cybercrime,21,Medium,0.36,5,34.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Drug Offense,20,Low,0.64,10,38.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Homicide,3,High,0.56,1,23.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,6,Harassment,22,Critical,0.43,6,32.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Theft,47,Low,0.52,21,18.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Assault,21,High,0.38,6,21.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Fraud,22,Low,0.41,6,9.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Burglary,15,Low,0.62,7,33.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Vandalism,10,Low,0.72,6,25.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Robbery,13,Medium,0.74,5,14.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Cybercrime,29,Low,0.68,12,23.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Drug Offense,17,Medium,0.74,7,20.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Homicide,2,Critical,0.5,0,34.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,7,Harassment,22,High,0.72,11,11.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Theft,36,Low,0.74,16,14.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Assault,19,Low,0.68,8,44.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Fraud,28,Medium,0.62,14,14.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Burglary,17,Medium,0.77,9,21.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Vandalism,14,Medium,0.45,4,15.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Robbery,9,Medium,0.5,3,14.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Cybercrime,19,Medium,0.49,7,30.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Drug Offense,14,High,0.35,4,30.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Homicide,2,Critical,0.73,0,14.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,8,Harassment,22,Low,0.51,7,12.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Theft,33,Medium,0.54,15,19.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Assault,12,High,0.43,4,32.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Fraud,22,High,0.78,12,36.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Burglary,21,Medium,0.49,7,8.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Vandalism,14,High,0.39,3,10.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Robbery,11,Medium,0.51,4,23.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Cybercrime,20,High,0.52,8,15.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Drug Offense,11,High,0.47,3,39.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Homicide,3,Low,0.66,1,38.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,9,Harassment,16,Low,0.4,4,25.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Theft,38,High,0.66,19,27.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Assault,15,Low,0.36,4,32.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Fraud,28,Low,0.39,9,25.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Burglary,20,Low,0.65,8,9.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Vandalism,13,High,0.57,4,31.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Robbery,9,Low,0.44,2,29.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Cybercrime,18,Medium,0.75,8,40.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Drug Offense,10,Low,0.51,4,36.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Homicide,2,High,0.71,0,38.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,10,Harassment,13,High,0.35,2,15.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Theft,30,Critical,0.52,13,27.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Assault,14,High,0.35,4,25.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Fraud,16,Critical,0.64,7,40.6
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Burglary,14,Low,0.51,6,17.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Vandalism,9,Medium,0.62,4,32.5
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Robbery,10,High,0.49,4,24.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Cybercrime,22,Critical,0.65,9,43.3
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Drug Offense,9,Medium,0.42,3,11.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Homicide,2,Medium,0.38,0,26.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,11,Harassment,11,High,0.45,3,18.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Theft,29,Low,0.65,14,33.1
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Assault,16,Medium,0.53,5,20.4
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Fraud,18,High,0.55,6,21.0
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Burglary,16,High,0.72,9,39.8
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Vandalism,8,Low,0.57,3,36.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Robbery,7,Medium,0.77,4,25.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Cybercrime,18,Medium,0.4,6,8.7
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Drug Offense,11,Low,0.35,2,21.2
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Homicide,2,Medium,0.63,0,39.9
Bhopal,Madhya Pradesh,23.2599,77.4126,2.0,2024,12,Harassment,14,Low,0.6,6,40.9
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Theft,26,Medium,0.37,7,33.3
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Assault,9,Low,0.68,4,43.7
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Fraud,18,Low,0.48,6,23.4
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Burglary,12,Low,0.78,5,19.0
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Vandalism,7,Medium,0.47,2,26.8
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Robbery,7,Critical,0.42,1,12.6
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Cybercrime,15,Low,0.39,4,17.4
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Drug Offense,8,High,0.4,2,36.8
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Homicide,2,Critical,0.55,0,31.1
Patna,Bihar,25.5941,85.1376,2.5,2019,1,Harassment,9,High,0.53,3,24.4
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Theft,27,Low,0.58,11,34.7
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Assault,9,Medium,0.66,3,24.2
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Fraud,14,Medium,0.37,3,29.6
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Burglary,11,Low,0.43,2,13.2
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Vandalism,9,Low,0.58,4,41.0
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Robbery,6,Medium,0.38,1,36.7
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Cybercrime,15,High,0.39,3,16.6
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Drug Offense,8,Medium,0.48,2,10.6
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Homicide,1,High,0.37,0,28.5
Patna,Bihar,25.5941,85.1376,2.5,2019,2,Harassment,13,Low,0.39,4,27.2
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Theft,22,Medium,0.58,10,27.4
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Assault,13,Low,0.55,6,19.8
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Fraud,22,High,0.63,10,23.7
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Burglary,13,Low,0.49,3,19.3
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Vandalism,8,Low,0.56,3,13.2
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Robbery,6,Low,0.42,1,13.7
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Cybercrime,18,Low,0.44,6,22.8
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Drug Offense,7,Medium,0.77,3,9.7
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Homicide,1,Critical,0.75,0,30.7
Patna,Bihar,25.5941,85.1376,2.5,2019,3,Harassment,11,Medium,0.49,3,32.1
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Theft,27,Medium,0.39,9,15.5
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Assault,8,Medium,0.73,4,33.1
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Fraud,17,Low,0.71,9,25.4
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Burglary,16,Medium,0.4,4,18.1
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Vandalism,12,Low,0.7,5,15.0
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Robbery,9,Low,0.67,4,28.6
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Cybercrime,14,Low,0.55,6,17.0
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Drug Offense,10,Medium,0.64,4,15.6
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Homicide,2,Medium,0.76,1,10.1
Patna,Bihar,25.5941,85.1376,2.5,2019,4,Harassment,11,Medium,0.71,5,36.3
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Theft,26,Medium,0.48,7,22.4
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Assault,11,Low,0.45,3,36.0
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Fraud,25,Medium,0.47,7,24.8
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Burglary,11,Medium,0.77,5,34.1
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Vandalism,10,Critical,0.41,2,11.1
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Robbery,7,Medium,0.74,3,13.4
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Cybercrime,16,Low,0.65,6,41.6
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Drug Offense,14,Critical,0.37,3,10.9
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Homicide,1,Low,0.47,0,35.5
Patna,Bihar,25.5941,85.1376,2.5,2019,5,Harassment,14,High,0.49,4,25.7
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Theft,29,High,0.56,10,15.2
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Assault,15,Low,0.41,5,21.8
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Fraud,19,Low,0.53,8,18.8
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Burglary,16,Medium,0.62,8,41.2
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Vandalism,9,Low,0.5,3,28.2
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Robbery,7,Medium,0.65,3,42.4
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Cybercrime,19,Medium,0.77,12,18.7
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Drug Offense,10,Critical,0.46,2,37.4
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Homicide,2,Low,0.63,0,12.3
Patna,Bihar,25.5941,85.1376,2.5,2019,6,Harassment,16,Low,0.71,8,26.2
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Theft,26,Low,0.48,9,38.7
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Assault,14,Medium,0.36,3,43.0
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Fraud,17,Low,0.55,6,31.2
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Burglary,12,High,0.63,5,41.5
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Vandalism,13,Low,0.39,3,17.0
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Robbery,6,Medium,0.4,2,14.1
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Cybercrime,23,High,0.69,9,16.8
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Drug Offense,11,High,0.75,5,22.4
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Homicide,1,Low,0.41,0,39.0
Patna,Bihar,25.5941,85.1376,2.5,2019,7,Harassment,13,Low,0.52,5,14.0
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Theft,30,Low,0.62,13,25.6
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Assault,10,Low,0.65,4,29.8
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Fraud,17,Low,0.62,9,37.9
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Burglary,17,Low,0.4,5,32.7
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Vandalism,8,Low,0.4,2,22.3
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Robbery,9,Medium,0.63,5,38.2
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Cybercrime,15,Medium,0.42,4,33.1
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Drug Offense,8,Low,0.59,3,25.6
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Homicide,2,Medium,0.55,0,41.9
Patna,Bihar,25.5941,85.1376,2.5,2019,8,Harassment,12,Low,0.39,4,29.7
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Theft,25,Low,0.53,8,35.6
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Assault,13,High,0.52,4,30.8
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Fraud,16,Low,0.63,6,27.6
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Burglary,9,Low,0.37,2,34.0
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Vandalism,8,Low,0.71,4,11.2
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Robbery,8,Medium,0.48,2,29.3
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Cybercrime,13,Medium,0.78,8,44.1
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Drug Offense,12,Low,0.72,7,19.9
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Homicide,2,High,0.35,0,8.1
Patna,Bihar,25.5941,85.1376,2.5,2019,9,Harassment,13,Medium,0.75,7,41.0
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Theft,18,Low,0.4,6,44.1
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Assault,12,Low,0.74,5,37.4
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Fraud,15,High,0.59,5,30.3
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Burglary,13,High,0.71,8,13.7
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Vandalism,9,Low,0.71,5,29.9
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Robbery,5,Medium,0.49,1,44.5
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Cybercrime,12,Low,0.39,3,29.2
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Drug Offense,9,Medium,0.37,2,38.9
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Homicide,1,Low,0.51,0,30.9
Patna,Bihar,25.5941,85.1376,2.5,2019,10,Harassment,13,Medium,0.77,8,25.4
